,Name,Year,Price,Cl,Country,Category,Region,ID
2333,Jägermeister,Non-Vintage,86.95,175 cl,Germany,Liquor, Øvrige,20007
2334,Glenmorangie Quinta Ruban 14 YO,Non-Vintage,66.95,70 cl,Scotland,Liquor, Highland,11356801
2335,Ch. Bel-Air Lagrave,Non-Vintage,69.56,150 cl,France,Red wine, Bordeaux,11876805
2336,Clos de l'Oratoire des Papes 2012,2012,68.7,75 cl,France,Red wine,Rhône,14669001
2337,The Macallan Sherry Cask 12 YO,Non-Vintage,69.56,70 cl,Scotland,Liquor, Speyside,5926101
2338,Lysholm Linie,Non-Vintage,154.77,300 cl,Norway,Liquor, Øvrige,1206707
2339,Rémy Martin X.O. Excellence,Non-Vintage,156.51,70 cl,France,Liquor, Cognac Tradisjonell,3368901
2340,Ardbeg Uigeadail,Non-Vintage,85.21,70 cl,Scotland,Liquor, Islay,6052401
2341,Braastad A-Mo Artist Edition Limited,Non-Vintage,130.43,70 cl,France,Liquor, Cognac Tradisjonell,7046201
2342,Monterinaldi Chianti Classico Riserva 2017,2017,65.22,150 cl,Italy,Red wine, Toscana,13672105
2343,No.1 Premium Vodka,Non-Vintage,111.43,300 cl,Sweden,Liquor, Øvrige,11100906
2344,Goutorbe Collection René 2004,2004,69.48,75 cl,France,Sparkling wine, Champagne,11679501
2345,Borges Port Vintage 1982,1982,73.91,75 cl,Portugal,Port wine, Douro e Porto,14174801
2346,Kongsgaard Napa Valley Chardonnay 2019,2019,86.09,75 cl,USA,White wine, California,2745801
2347,Castello di Ama Chianti Classico Gran Selezione Vigneto Bellavista,Non-Vintage,163.91,75 cl,Italy,Red wine, Toscana,13959201
2348,Castello di Ama L'Apparita,Non-Vintage,130,75 cl,Italy,Red wine, Toscana,13958801
2349,Redbreast Single Pot Still Sherry Finish Lustau Edition,Non-Vintage,67.82,70 cl,Ireland,Liquor, Øvrige,13723801
2350,Sobilane Rivesaltes 1952,1952,139.04,75 cl,France,Port wine, Roussillon,13940401
2351,Renault Carte d'Argent,Non-Vintage,116.51,70 cl,France,Liquor, Cognac Tradisjonell,702901
2352,Grasso Fratelli Barbaresco San Stunet 2008,2008,78.17,150 cl,Italy,Red wine, Piemonte,13602305
2353,Bibi Graetz Testamatta 2019,2019,69.56,75 cl,Italy,Red wine, Toscana,13728201
2354,Bruichladdich Port Charlotte 10 YO Heavy Peated Islay Single Malt,Non-Vintage,66.51,70 cl,Scotland,Liquor, Islay,7337201
2355,Patrón Anejo Tequila,Non-Vintage,69.56,70 cl,Mexico,Liquor, Valle de Guadalupe,5318901
2356,Braastad Cognac Skiflygeren Vikersund 2022,2022,139.04,70 cl,France,Liquor, Cognac Tradisjonell,13890901
2357,Johnnie Walker Blue Label,Non-Vintage,143.47,70 cl,Scotland,Liquor, Øvrige,752001
2358,Graham's Vintage Port 2000,2000,95.65,75 cl,Portugal,Port wine, Douro e Porto,1334101
2359,Prado Enea Gran Reserva 2015,2015,71.3,75 cl,Spain,Red wine, Rioja,3149101
2360,L'Archiviste Rivesaltes 1974,1974,69.48,75 cl,France,Port wine, Roussillon,14368601
2361,Guigal Côte-Rôtie Ch. d'Ampuis 2017,2017,169.57,150 cl,France,Red wine,Rhône,10795205
2362,Sept Syrah de Nehla 2019,2019,82.6,75 cl,Lebanon,Red wine, Øvrige,11157101
2363,Mullineux Granite Syrah 2014,2014,72.96,75 cl,Sør-Afrika,Red wine, Coastal Region,6395301
2364,Jean-Luc Colombo Cornas Les Ruchets 2016,2016,67.39,75 cl,France,Red wine,Rhône,6246501
2365,Chocolate Block 2020,2020,66.95,150 cl,Sør-Afrika,Red wine, Western Cape,9018505
2366,Egon Müller Scharzhofberger Riesling Kabinett 2021,2021,173.65,75 cl,Germany,White wine, Mosel-Saar-Ruwer,5490901
2367,Vaona Pegrandi Amarone della Valpolicella Classico Riserva 2015,2015,66.52,75 cl,Italy,Red wine, Veneto,11378001
2368,Clusel-Roch Côte-Rôtie La Viallière 2019,2019,71.3,75 cl,France,Red wine,Rhône,11526301
2369,Taupenot-Merme Morey-Saint-Denis Premier Cru La Riotte,Non-Vintage,99.99,75 cl,France,Red wine, Burgund,11676901
2370,Dom. de la Solitude Chateauneuf-du-Pape Cornelia Constanza 2017,2017,68.3,75 cl,France,Red wine,Rhône,12388601
2371,Mullineux Iron Syrah 2017,2017,72.96,75 cl,Sør-Afrika,Red wine, Coastal Region,3411401
2372,Mullineux Schist Syrah 2017,2017,72.96,75 cl,Sør-Afrika,Red wine, Coastal Region,3411501
2373,Lindsay Cabernet Sauvignon,Non-Vintage,67.83,75 cl,Australia,Red wine, South Australia,12842201
2374,Rabl Schenkenbichl Riesling Alte Reben 2015,2015,65.22,150 cl,Austria,White wine, Niederösterreich,13019405
2375,Marcoux Châteauneuf-du-Pape 2018,2018,105.21,150 cl,France,Red wine,Rhône,13630505
2376,Cuevas de Arom Tuca Negra 2019,2019,66.95,75 cl,Spain,Red wine, Øvrige,13692601
2377,Guigal Cote-Rotie Ch. d'Ampuis 2018,2018,95.48,75 cl,France,Red wine,Rhône,14706601
2378,Guigal Cote-Rotie La Turque 2018,2018,278.09,75 cl,France,Red wine,Rhône,14706901
2379,Guigal Cote-Rotie La Landonne 2018,2018,278.09,75 cl,France,Red wine,Rhône,14707001
2380,Guigal Côte-Rôtie Brune et Blonde 2018,2018,112.87,150 cl,France,Red wine,Rhône,14714705
2381,Guigal Ermitage Ex Voto Rouge 2017,2017,251.3,75 cl,France,Red wine,Rhône,13407201
2382,Guigal Château de Nalys Chateauneuf-du-Pape 2017,2017,130.35,150 cl,France,Red wine,Rhône,14706505
2383,M. Chapoutier Côte-Rôtie La Mordorée,Non-Vintage,110.94,75 cl,France,Red wine,Rhône,14747601
2384,Glenmorangie The Nectar D'Òr,Non-Vintage,73.03,70 cl,Scotland,Liquor, Highland,4966101
2385,Gammel Opland,Non-Vintage,169.48,300 cl,Norway,Liquor, Viken,1230307
2386,The Famous Grouse,Non-Vintage,229.99,450 cl,Scotland,Liquor, Øvrige,791007
2387,Boizel Joyau 2008,2008,86.87,75 cl,France,Sparkling wine, Champagne,14612001
2388,Giacomo Anselma Barolo Vignarionda Riserva 2014,2014,85.91,75 cl,Italy,Red wine, Piemonte,10984801
2389,Ch. de Montifaud Silver XO,Non-Vintage,77.38,70 cl,France,Liquor, Cognac Tradisjonell,1698501
2390,Dom. Gros Frere et Soeur Vosne-Romanée,Non-Vintage,82.73,75 cl,France,Red wine, Burgund,14668501
2391,Lisini Ugolaia Brunello di Montalcino 2016,2016,89.99,75 cl,Italy,Red wine, Toscana,13366401
2392,Bache-Gabrielsen Sérénité Extra Grande Champagne,Non-Vintage,85.21,70 cl,France,Liquor, Cognac Tradisjonell,1554501
2393,Martell Cordon Bleu,Non-Vintage,86.87,70 cl,France,Liquor, Cognac Tradisjonell,8801
2394,Finlaggan Cask Strength,Non-Vintage,66.43,70 cl,Scotland,Liquor, Islay,7686401
2395,Francois Voyer XO Grande Champagne,Non-Vintage,77.3,70 cl,France,Liquor, Cognac Tradisjonell,11399701
2396,Billecart-Salmon Extra Brut 2013,2013,66.78,75 cl,France,Sparkling wine, Champagne,11024001
2397,Dalmore Single Malt 15 YO,Non-Vintage,110.43,70 cl,Scotland,Liquor, Highland,5720101
2398,Ron San Miguel Solera,Non-Vintage,65.22,70 cl,Ecuador,Liquor,not found,13011401
2399,Bimber Ex-Bourbon Batch No.3,Non-Vintage,86.92,70 cl,England,Liquor, London,13552201
2400,Three Sixty Vodka,Non-Vintage,330.43,600 cl,Germany,Liquor,not found,12854707
2401,Brillet XO Grande Champagne 1er Cru de Cognac,Non-Vintage,85.21,70 cl,France,Liquor, Cognac Tradisjonell,3202101
2402,A. H. Riise Non Plus Ultra Rum,Non-Vintage,106.08,70 cl,US Virgin Islands,Liquor,not found,1793601
2403,Myken Bådin Stout Intervention 2022 Single Malt Whisky,Non-Vintage,78.25,50 cl,Norway,Liquor, Nordland,14160702
2404,"24 Norske Akevitter (23x2cl,1x4cl)",Non-Vintage,72.75,50 cl,Norway,Liquor, Øvrige,7864408
2405,Aberlour A'Bunadh Single Malt,Non-Vintage,78.17,70 cl,Scotland,Liquor, Speyside,4893801
2406,Redbreast 12 YO Single Pot Still Cask Strength Batch No. B1/22,Non-Vintage,78.17,70 cl,Ireland,Liquor, Øvrige,12313201
2407,24 Cognacs (25x2cl),Non-Vintage,69.56,50 cl,France,Liquor, Cognac Brut,10292908
2408,Vanlig Vodka,Non-Vintage,110.43,300 cl,Norway,Liquor,not found,10391006
2409,Niepoort VV Very Old Tawny,Non-Vintage,1217.38,75 cl,Portugal,Port wine, Douro e Porto,3531701
2410,Ch. Haut-Brion 2012,2012,348.48,75 cl,France,Red wine, Bordeaux,3621301
2411,Capovilla Distillato di Amarene & Marasche 2012,2012,89.06,50 cl,Italy,Liquor, Veneto,3599202
2412,Contino Viña del Olivo 2017,2017,130.43,150 cl,Spain,Red wine, Rioja,3597705
2413,Tezza Valpolicella Ripasso Superiore 2018,2018,868.7,1800 cl,Italy,Red wine, Veneto,3558207
2414,Dhondt-Grellet Tradition Brut,Non-Vintage,95.63,75 cl,France,Sparkling wine, Champagne,3560101
2415,Ch. Calon-Segur 2012,2012,164.87,150 cl,France,Red wine, Bordeaux,3620905
2416,Tezza Amarone della Valpolicella 2017,2017,694.78,1200 cl,Italy,Red wine, Veneto,3558407
2417,Capovilla Distillato di Prunos Aurum 2004,2004,111.49,50 cl,Italy,Liquor, Veneto,3599102
2418,Dom. de Chevalier Blanc 2013,2013,114.73,75 cl,France,White wine, Bordeaux,3662101
2419,Croix de Beaucaillou 2012,2012,66.03,75 cl,France,Red wine, Bordeaux,3755401
2420,Nicolas Feuillatte Palmes d'Or 2008,2008,115.21,75 cl,France,Sparkling wine, Champagne,3951501
2421,Muga Selección Especial 2016,2016,76.43,150 cl,Spain,Red wine, Rioja,4014705
2422,Veuve Clicquot La Grande Dame Brut 2012,2012,149.24,75 cl,France,Sparkling wine, Champagne,4223401
2423,Moët & Chandon Impérial Rosé,Non-Vintage,119.99,150 cl,France,Sparkling wine, Champagne,4137805
2424,Henrik Ibsen N°1 Grande Champagne,Non-Vintage,3384.04,70 cl,France,Liquor, Cognac Tradisjonell,4145401
2425,Quinta do Vesuvio Vintage 1995,1995,95.57,75 cl,Portugal,Port wine, Douro e Porto,4372401
2426,Nicolas Feuillatte Brut,Non-Vintage,420.43,600 cl,France,Sparkling wine, Champagne,4364207
2427,Taittinger Brut Réserve,Non-Vintage,469.57,600 cl,France,Sparkling wine, Champagne,4354007
2428,Perrier-Jouët Belle Epoque Brut 2007,2007,217.3,150 cl,France,Sparkling wine, Champagne,4345305
2429,Ch. Cissac 2018,2018,168.51,300 cl,France,Red wine, Bordeaux,4364507
2430,Perrier-Jouët Grand Brut,Non-Vintage,78.17,150 cl,France,Sparkling wine, Champagne,4345405
2431,Krug Rosé Brut,Non-Vintage,313.03,75 cl,France,Sparkling wine, Champagne,4445201
2432,Jameson 18 Years Old,Non-Vintage,86.87,70 cl,Ireland,Liquor, Øvrige,4611501
2433,Matrot Puligny-Montrachet 1er Cru Les Chalumeaux 2018,2018,67.65,75 cl,France,White wine, Burgund,4516801
2434,Rhum J.M Réserve Spéciale X.O.,Non-Vintage,68.69,70 cl,Martinique,Liquor, Øvrige,4773801
2435,Occhipinti Il Frappato 2019,2019,73.9,150 cl,Italy,Red wine, Sicilia,4893505
2436,Hennessy Paradis,Non-Vintage,2173.9,150 cl,France,Liquor, Cognac Tradisjonell,3045905
2437,Bouchard Père & Fils Corton Charlemagne Grand Cru 2018,2018,150.91,75 cl,France,White wine, Burgund,3067601
2438,Wongraven Morgenstern Black Label Riesling 2020,2020,69.56,75 cl,Germany,White wine, Pfalz,3027801
2439,Georg Breuer Berg Schlossberg Riesling 2020,2020,73.03,75 cl,Germany,White wine, Rheingau,3105701
2440,Joseph Drouhin Chablis-Vaudésir Grand Cru 2020,2020,69.13,75 cl,France,White wine, Burgund,3116601
2441,Vega Sicilia Unico 2009,2009,304.34,75 cl,Spain,Red wine,Castilla y León,3187601
2442,Quintarelli Valpolicella Classico Superiore 2015,2015,226.08,150 cl,Italy,Red wine, Veneto,3187405
2443,Ch. de Montifaud X.O.,Non-Vintage,94.77,70 cl,France,Liquor, Cognac Tradisjonell,3244801
2444,G. Mascarello Barolo Monprivato 2013,2013,123.99,75 cl,Italy,Red wine, Piemonte,3187501
2445,Martell L'Or de Jean Martell,Non-Vintage,1738.26,70 cl,France,Liquor, Cognac Tradisjonell,3269801
2446,Ragnaud-Sabourin No 35 Fontvieille Grande Champagne,Non-Vintage,152.17,70 cl,France,Liquor, Cognac Tradisjonell,3295901
2447,Ruinart Blanc de Blancs Brut,Non-Vintage,154.77,150 cl,France,Sparkling wine, Champagne,3381005
2448,Balvenie PortWood 21 YO,Non-Vintage,191.22,70 cl,Scotland,Liquor, Speyside,3384301
2449,Billecart-Salmon Cuvée Nicolas François Billecart Brut 2002,2002,137.04,75 cl,France,Sparkling wine, Champagne,3548101
2450,Pascal Clement Chassagne-Montrachet 1er Cru Les Boudriottes 2019,2019,73.9,75 cl,France,White wine, Burgund,3538701
2451,Pascal Clement Meursault 1er Cru Les Charmes 2017,2017,78.25,75 cl,France,White wine, Burgund,3538901
2452,Capovilla Distillato di Albicocche 2015,2015,87.29,50 cl,Italy,Liquor, Veneto,3599002
2453,Lucien le Moine Gevrey-Chambertin 1er Cru Lavaut St.-Jacques 2017,2017,121.76,75 cl,France,Red wine, Burgund,3740001
2454,Jadot Nuits St.-George 1er Cru Vaucrains 2013,2013,71.92,75 cl,France,Red wine, Burgund,3719001
2455,Amrut Naarangi Single Malt Whisky,Non-Vintage,130.26,70 cl,India,Liquor, Øvrige,3742001
2456,Faiveley Gevrey-Chambertin 1er Cru Petite Chapelle 2013,2013,71.74,75 cl,France,Red wine, Burgund,3720801
2457,Ailsa Bay 1.2 Sweet Smoke,Non-Vintage,86.87,70 cl,Scotland,Liquor, Lowland,3787201
2458,Clos de L'Obac 2006,2006,79.25,75 cl,Spain,Red wine, Catalonia,3008501
2459,Scavino Barolo Bric del Fiasc 2018,2018,193.38,150 cl,Italy,Red wine, Piemonte,2985505
2460,Pago de Carraovejas Cuesta de las Liebres 2015,2015,120.77,75 cl,Spain,Red wine,Castilla y León,3079701
2461,Bouchard Père & Fils Bonnes-Mares 2017,2017,240.04,75 cl,France,Red wine, Burgund,3088301
2462,Jean Fillioux Reserve Familiale Grande Champagne,Non-Vintage,225.22,70 cl,France,Liquor, Cognac Tradisjonell,3296001
2463,Cant. Terlano Terlaner I Grande Cuvee 2015,2015,124.4,75 cl,Italy,White wine, Trentino-Alto Adige,3285901
2464,Glenfiddich 21 YO Reserva Rum Cask Finish,Non-Vintage,173.83,70 cl,Scotland,Liquor, Speyside,3440001
2465,Kopke Colheita Porto matured in wood 1966,1966,194.69,75 cl,Portugal,Port wine, Douro e Porto,3513101
2466,Dupont Calvados Pays d'Auge 1976,1976,150.43,70 cl,France,Liquor, Calvados,3510801
2467,Terroir Al Límit Les Tosses 2019,2019,169.56,75 cl,Spain,Red wine, Catalonia,3507001
2468,Henriot Rosé Millésime 2008,2008,73.46,75 cl,France,Sparkling wine, Champagne,3883301
2469,Blackadder Raw Cask Strathmill 23 YO 1989,1989,209.2,70 cl,Scotland,Liquor, Speyside,3994401
2470,Quintarelli Amarone Valpolicella Classico 2013,2013,565.21,150 cl,Italy,Red wine, Veneto,4106505
2471,Quintarelli Amarone Valpolicella Classico 2015,2015,252.17,75 cl,Italy,Red wine, Veneto,4106501
2472,Charlemagne Mesnillèsime Grand Cru 2014 2014,2014,82.61,75 cl,France,Sparkling wine, Champagne,4043401
2473,Perrier-Jouët Belle Epoque Brut 2014,2014,130.35,75 cl,France,Sparkling wine, Champagne,4171701
2474,Zaccagnini Montepulciano d'Abruzzo 2018,2018,76.51,300 cl,Italy,Red wine, Abruzzo,4513007
2475,Yann Chave Crozes Hermitage Le Rouvre 2015,2015,69.55,150 cl,France,Red wine,Rhône,135705
2476,Niepoort Bioma Vintage Port 2015,2015,66.08,75 cl,Portugal,Port wine, Douro e Porto,162701
2477,Flor de Pingus 2015,2015,110.21,75 cl,Spain,Red wine,Castilla y León,164501
2478,Glengoyne Cask Strength,Non-Vintage,103.47,70 cl,Scotland,Liquor, Highland,280001
2479,Krug Grande Cuvée Brut,Non-Vintage,180.86,75 cl,France,Sparkling wine, Champagne,354501
2480,Taittinger Brut Réserve,Non-Vintage,217.39,300 cl,France,Sparkling wine, Champagne,1104307
2481,Legras Cuvée Hommage Grand Cru Brut,Non-Vintage,86.95,75 cl,France,Sparkling wine, Champagne,1292601
2482,C. Dugat Gev.-Cham. Lav. St. Jacques 2011,2011,119.24,75 cl,France,Red wine, Burgund,1249801
2483,Duplessis Chablis Premier Cru Vaillons 2018,2018,80.92,150 cl,France,White wine, Burgund,1284205
2484,Ch. Grillet 2011,2011,171.35,75 cl,France,White wine,Rhône,1463501
2485,Tissot Château-Chalon 2015,2015,82.6,62 cl,France,White wine, Jura,1489401
2486,Lenoble Chouilly Grand Cru Blanc de Blancs 2012,2012,69.56,75 cl,France,Sparkling wine, Champagne,1405301
2487,Deutz Brut Blanc de Blancs 2014,2014,65.23,75 cl,France,Sparkling wine, Champagne,1552801
2488,Nikolaihof Vinothek Riesling 2002,2002,139.12,75 cl,Austria,White wine, Niederösterreich,1982801
2489,Cognac Park Vintage 1972,1972,304.35,70 cl,France,Liquor, Cognac Tradisjonell,2177301
2490,Cognac Park Chai no 8 Borderies,Non-Vintage,173.9,70 cl,France,Liquor, Cognac Tradisjonell,2177501
2491,Cognac Park Chai no 8 Petit Champagne,Non-Vintage,173.9,70 cl,France,Liquor, Cognac Tradisjonell,2177601
2492,Don Julio 1942,1942,156.43,70 cl,Mexico,Liquor, Øvrige,2399901
2493,Krug Grande Cuvée Brut,Non-Vintage,398.25,150 cl,France,Sparkling wine, Champagne,354505
2494,Bérêche Reflet d'Antan,Non-Vintage,141.63,75 cl,France,Sparkling wine, Champagne,631701
2495,Borgogno No Name 2019,2019,79.99,150 cl,Italy,Red wine, Piemonte,701405
2496,Tullamore Dew,Non-Vintage,222.17,450 cl,Ireland,Liquor, Øvrige,644507
2497,Vega Sicilia Unico Reserva Especial,Non-Vintage,347.82,75 cl,Spain,Red wine,Castilla y León,739201
2498,Paul Bara Special Club rose 2015,2015,86.93,75 cl,France,Sparkling wine, Champagne,864701
2499,Le Macchiole Messorio 2008,2008,125.88,75 cl,Italy,Red wine, Toscana,911401
2500,Nicolas Rossignol Volnay 1er Cru Taillepieds 2017,2017,121.3,75 cl,France,Red wine, Burgund,832201
2501,Jean Fillioux Meget Gammel Grande Champagne Single Vineyard,Non-Vintage,75.64,70 cl,France,Liquor, Cognac Tradisjonell,1061801
2502,Dom. du Clos Frantin Clos de Vougeot 2010,2010,114.82,75 cl,France,Red wine, Burgund,1187701
2503,Dom. Comte d. Vogüé Bonnes-Mares 2011,2011,226.84,75 cl,France,Red wine, Burgund,1175301
2504,Dom. du Clos Frantin Clos de Vougeot 2011,2011,114.82,75 cl,France,Red wine, Burgund,1187401
2505,Dom. du Clos Frantin Vosne-Romanée Premier Cru Les Malconsorts 2018,2018,134.78,75 cl,France,Red wine, Burgund,1187601
2506,C. Dugat Gevrey-Chambertin 2011,2011,114.9,75 cl,France,Red wine, Burgund,1249701
2507,Delorme Crémant de Bourgogne Brut,Non-Vintage,134.77,300 cl,France,Sparkling wine, Burgund,1226607
2508,Armand Pommard Clos des Epeneaux 2011,2011,81.35,75 cl,France,Red wine, Burgund,1233001
2509,Tortochot Clos de Vougeot Gr. Cru 2012,2012,105.97,75 cl,France,Red wine, Burgund,1510901
2510,Gordon & MacPhail Speyburn Connoisseurs Choice 1988,1988,254.02,70 cl,Scotland,Liquor, Speyside,237301
2511,Benromach 10 YO Single Malt,Non-Vintage,68.66,70 cl,Scotland,Liquor, Speyside,230501
2512,Samuel Billaud Chablis Grand Cru Les Clos,Non-Vintage,116.51,75 cl,France,White wine, Burgund,1636601
2513,L. Jadot Clos Vougeot Grand Cru  Dom. L.J. 2012,2012,151.01,75 cl,France,Red wine, Burgund,1599701
2514,Berta Grappa Roccanivo 2008,2008,113.03,70 cl,Italy,Liquor,not found,1666201
2515,De Sousa Cuvee des Caudalies Grand Cru Blanc de Blancs,Non-Vintage,70.87,75 cl,France,Sparkling wine, Champagne,1607001
2516,Berta Grappa Tre Soli Tre,Non-Vintage,116.51,70 cl,Italy,Liquor,not found,1665901
2517,Deutz Amour de Deutz Brut 2010,2010,128.69,75 cl,France,Sparkling wine, Champagne,1628501
2518,Alfred Gratien Cuvée Paradis Brut 2013,2013,78.25,75 cl,France,Sparkling wine, Champagne,1607801
2519,Ch. Haut Brion 2011,2011,347.82,75 cl,France,Red wine, Bordeaux,1731501
2520,Ch. Cantemerle 2014,2014,86.94,150 cl,France,Red wine, Bordeaux,1774005
2521,Glenglassaugh Torfa Richly Peated Highland Single Malt,Non-Vintage,65.64,70 cl,Scotland,Liquor, Highland,1722601
2522,Bristol Spirits Fine Barbados Rum 2004,2004,93.03,70 cl,Barbados,Liquor, Øvrige,1730901
2523,Borgogno Barbera d'Alba 2020,2020,104.34,300 cl,Italy,Red wine, Piemonte,1825407
2524,Casanova di Neri Tenuta Nuova Brunello di Montalcino 2012,2012,86.51,75 cl,Italy,Red wine, Toscana,1847001
2525,Ch. Margaux 2011,2011,380.83,75 cl,France,Red wine, Bordeaux,1879401
2526,Gélas Bas-Armagnac 18 Ans Folle Blanche,Non-Vintage,86.87,70 cl,France,Liquor, Armagnac,1822001
2527,Bouchard Père & Fils Volnay Caillerets Ancienne Cuvee Carnot 2018,2018,70.9,75 cl,France,Red wine, Burgund,1797801
2528,Cossart Gordon Verdelho Vintage 1975,1975,185.21,75 cl,Portugal,Port wine, Madeira,1825101
2529,Masi Campolongo di Torbe Amarone della Valpolicella Classico 2011,2011,113.03,75 cl,Italy,Red wine, Veneto,1882901
2530,Isole e Olena Cepparello Toscana 2017,2017,68.87,75 cl,Italy,Red wine, Toscana,1846401
2531,Bouchard Meursault Genevrieres 2018,2018,75.17,75 cl,France,White wine, Burgund,1797401
2532,BB & R Blue Hanger 11th Release,Non-Vintage,138.9,70 cl,Scotland,Liquor, Øvrige,1925901
2533,Dugat-Py Gevrey-Chambertin VV 2018,2018,109.99,75 cl,France,Red wine, Burgund,1990601
2534,Dugat-Py Gevrey-Chambertin Coeur de Roy 2018,2018,140.87,75 cl,France,Red wine, Burgund,1990001
2535,Macallan Reflexion,Non-Vintage,921.73,70 cl,Scotland,Liquor, Speyside,2044301
2536,Weil Kiedrich Gräfenberg Riesling Beerenauslese,Non-Vintage,96.6,37.5 cl,Germany,White wine, Rheingau,2010502
2537,Dom. Tariquet Bas-Armagnac 1995,1995,85.21,70 cl,France,Liquor, Armagnac,2055801
2538,AIX Rosé 2021,2021,100,300 cl,France,Rose wine, Provence,2115207
2539,Roche de Bellene Vosne-Romanee 1er Cru Beaux Monts 2019,2019,113.03,75 cl,France,Red wine, Burgund,2094201
2540,Bereche Les Beaux Regards Premier Cru 2018,2018,80.92,75 cl,France,Sparkling wine, Champagne,2271901
2541,Georges Lignier Gevrey-Chambertin 1er Cru Les Combottes 2014,2014,69.38,75 cl,France,Red wine, Burgund,2249201
2542,Hennessy X.O.,Non-Vintage,81.73,35 cl,France,Liquor, Cognac Tradisjonell,6902
2543,Hennessy X.O.,Non-Vintage,152.17,70 cl,France,Liquor, Cognac Tradisjonell,6901
2544,Jack Daniel's Tennessee,Non-Vintage,157.83,300 cl,USA,Liquor, Tennessee,14607
2545,Ch. Fontpinot X.O.,Non-Vintage,104.34,70 cl,France,Liquor, Cognac Brut,6801
2546,Tissot Vin Jaune La Vasée 2015,2015,73.9,62 cl,France,White wine, Jura,133501
2547,R de Ruinart Brut,Non-Vintage,110.43,150 cl,France,Sparkling wine, Champagne,298605
2548,Hirsch Chardonnay 2020,2020,75.64,75 cl,USA,White wine, California,295101
2549,Nervi Gattinara Vigna Valferana 2014,2014,109.56,75 cl,Italy,Red wine, Piemonte,439801
2550,C. Dugat Charmes-Chambertin 2011,2011,217.33,75 cl,France,Red wine, Burgund,1249401
2551,Marc Morey Puligny-Montrachet 1er Cru Les Referts 2018,2018,104.34,75 cl,France,White wine, Burgund,1250401
2552,Louis Roederer Brut Premier,Non-Vintage,216.52,300 cl,France,Sparkling wine, Champagne,1543207
2553,Tortochot Clos de Vougeot 2012,2012,228.91,150 cl,France,Red wine, Burgund,1509705
2554,Tortochot Mazis Chambertin 2012,2012,212.34,150 cl,France,Red wine, Burgund,1510805
2555,Nicolas Rossignol Volnay 1er Cru Cailleret 2017,2017,137.91,75 cl,France,Red wine, Burgund,1620301
2556,L. Jadot Chambertin Clos de La Roche Grand Cru 2012,2012,188.85,75 cl,France,Red wine, Burgund,1599801
2557,Azelia Barolo Bricco Fiasco 2011,2011,85.12,75 cl,Italy,Red wine, Piemonte,1741101
2558,Crystal Head,Non-Vintage,260.86,300 cl,Canada,Liquor, Øvrige,1719507
2559,Vietti Barolo Brunate 2018,2018,156.51,75 cl,Italy,Red wine, Piemonte,1928101
2560,Ch. Duhart-Milon 2004,2004,94.54,75 cl,France,Red wine, Bordeaux,1915901
2561,Leitz Rüdesheimer Berg Schlossberg Riesling TBA,Non-Vintage,65.23,37.5 cl,Germany,White wine, Rheingau,2055002
2562,Monzinger Halenberg Riesling Beerenauslese,Non-Vintage,68.74,37.5 cl,Germany,White wine, Nahe,2054002
2563,Ch. de Pez 2012,2012,76.43,150 cl,France,Red wine, Bordeaux,2058805
2564,Fabien Coche Meursault Limozin 2020,2020,68,75 cl,France,White wine, Burgund,423201
2565,Juvé y Camps Reserva de la Familia Gran Reserva Brut Nature 2017,2017,76.51,300 cl,Spain,Sparkling wine, Cava,514807
2566,Kavalan Solist Single Malt Sherry Cask Strength,Non-Vintage,139.12,70 cl,Taiwan,Liquor,not found,526801
2567,Delamain Extra Grande Champagne,Non-Vintage,186.09,70 cl,France,Liquor, Cognac Tradisjonell,480701
2568,Dom. de Trévallon 2017,2017,80.86,75 cl,France,Red wine,Rhône,440101
2569,Bérêche Le Cran Premier Cru 2014,2014,88.57,75 cl,France,Sparkling wine, Champagne,631601
2570,Lucien Le Moine Châteauneuf-du-Pape Omnia 2017,2017,86.95,75 cl,France,Red wine,Rhône,605301
2571,Lucien le Moine Arioso Châteauneuf-du-Pape 2015,2015,130.43,75 cl,France,Red wine,Rhône,605001
2572,Midleton Very Rare Irish Whiskey Vintage Release 2022,2022,147.74,70 cl,Ireland,Liquor, Øvrige,725301
2573,Serafin Gev.-Chamb. Les Cazetieres,Non-Vintage,90.4,75 cl,France,Red wine, Burgund,726001
2574,J.B. Becker Wallufer Walkenberg Riesling Trockenbeerenauslese 1989,1989,224.35,75 cl,Germany,White wine, Rheingau,803101
2575,Billecart-Salmon Réserve Brut,Non-Vintage,86.52,150 cl,France,Sparkling wine, Champagne,731105
2576,Pereira d'Oliveira Terrantez 1971,1971,249.56,75 cl,Portugal,Port wine, Madeira,827401
2577,Dagueneau Jurançon les Jardins de Babylone 2012,2012,74.78,50 cl,France,White wine, Sørvest,910402
2578,Philipponnat Clos des Goisses Brut 2007,2007,173.9,75 cl,France,Sparkling wine, Champagne,879401
2579,Radikon Merlot 2008,2008,95.64,100 cl,Italy,Red wine, Friuli-Venezia Giuli,863301
2580,Ch. Angludet 2010,2010,86.95,75 cl,France,Red wine, Bordeaux,930301
2581,Monte dall´Ora Stropa Amarone 2011,2011,66.17,75 cl,Italy,Red wine, Veneto,989401
2582,Ch. Lagrange 2010,2010,73.9,75 cl,France,Red wine, Bordeaux,947601
