city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,CapitalEurope
Cavalaire-sur-Mer,Cavalaire-sur-Mer,43.1711,6.5292,France,FR,FRA,Provence-Alpes-Côte d’Azur,,7499,1250892075,No
Fouquières-lès-Lens,Fouquieres-les-Lens,50.4286,2.9128,France,FR,FRA,Hauts-de-France,,6399,1250338500,No
Gérardmer,Gerardmer,48.0722,6.8786,France,FR,FRA,Grand Est,,7802,1250305983,No
Tignieu,Tignieu,45.7339,5.1872,France,FR,FRA,Auvergne-Rhône-Alpes,,7385,1250802693,No
Saint-Péray,Saint-Peray,44.9486,4.845,France,FR,FRA,Auvergne-Rhône-Alpes,,7622,1250311427,No
Marseillan,Marseillan,43.3564,3.5278,France,FR,FRA,Occitanie,,7784,1250254759,No
Anse,Anse,45.9356,4.7194,France,FR,FRA,Auvergne-Rhône-Alpes,,7443,1250754093,No
Malemort-sur-Corrèze,Malemort-sur-Correze,45.1708,1.5639,France,FR,FRA,Nouvelle-Aquitaine,,7476,1250001588,No
Rethel,Rethel,49.5097,4.3675,France,FR,FRA,Grand Est,minor,7522,1250033984,No
Ruelle-sur-Touvre,Ruelle-sur-Touvre,45.6778,0.2203,France,FR,FRA,Nouvelle-Aquitaine,,7246,1250379013,No
Colombelles,Colombelles,49.2042,-0.2972,France,FR,FRA,Normandie,,6941,1250406374,No
Nieppe,Nieppe,50.7031,2.8389,France,FR,FRA,Hauts-de-France,,7479,1250660571,No
Langon,Langon,44.5531,-0.2494,France,FR,FRA,Nouvelle-Aquitaine,minor,7374,1250492534,No
Toulouges,Toulouges,42.6706,2.8319,France,FR,FRA,Occitanie,,7036,1250797691,No
Doué-la-Fontaine,Doue-la-Fontaine,47.1931,-0.2756,France,FR,FRA,Pays de la Loire,,7686,1250460103,No
Cormontreuil,Cormontreuil,49.2228,4.0519,France,FR,FRA,Grand Est,,6488,1250983357,No
Ancenis,Ancenis,47.3728,-1.1783,France,FR,FRA,Pays de la Loire,,7510,1250425734,No
Liffré,Liffre,48.2136,-1.5081,France,FR,FRA,Bretagne,,7768,1250597226,No
Bouffémont,Bouffemont,49.0433,2.2992,France,FR,FRA,Île-de-France,,6453,1250443960,No
Mably,Mably,46.0858,4.0647,France,FR,FRA,Auvergne-Rhône-Alpes,,7641,1250219767,No
Lésigny,Lesigny,48.7442,2.6158,France,FR,FRA,Île-de-France,,7157,1250494886,No
Pontcharra,Pontcharra,45.4331,6.0153,France,FR,FRA,Auvergne-Rhône-Alpes,,7376,1250497642,No
Courdimanche,Courdimanche,49.0344,2.0014,France,FR,FRA,Île-de-France,,6650,1250732614,No
La Talaudière,La Talaudiere,45.4814,4.4319,France,FR,FRA,Auvergne-Rhône-Alpes,,6931,1250514896,No
Questembert,Questembert,47.6614,-2.4531,France,FR,FRA,Bretagne,,7723,1250503678,No
Talmont-Saint-Hilaire,Talmont-Saint-Hilaire,46.4672,-1.6183,France,FR,FRA,Pays de la Loire,,7748,1250350255,No
Saint-Yrieix-sur-Charente,Saint-Yrieix-sur-Charente,45.6753,0.1275,France,FR,FRA,Nouvelle-Aquitaine,,7327,1250700315,No
Contes,Contes,43.8119,7.3139,France,FR,FRA,Provence-Alpes-Côte d’Azur,,7429,1250415501,No
Coulounieix,Coulounieix,45.1864,0.6914,France,FR,FRA,Nouvelle-Aquitaine,,7458,1250530998,No
Saint-Benoît,Saint-Benoit,46.5497,0.3417,France,FR,FRA,Nouvelle-Aquitaine,,7266,1250112289,No
Déols,Deols,46.83,1.7058,France,FR,FRA,Centre-Val de Loire,,7559,1250254509,No
Rochefort-du-Gard,Rochefort-du-Gard,43.9744,4.6903,France,FR,FRA,Occitanie,,7574,1250501905,No
Auxonne,Auxonne,47.1939,5.3878,France,FR,FRA,Bourgogne-Franche-Comté,,7609,1250239803,No
Behren-lès-Forbach,Behren-les-Forbach,49.1739,6.9347,France,FR,FRA,Grand Est,,6604,1250021051,No
Saint-Didier-au-Mont-d’Or,Saint-Didier-au-Mont-d'Or,45.8106,4.7986,France,FR,FRA,Auvergne-Rhône-Alpes,,6951,1250312016,No
Martignas-sur-Jalle,Martignas-sur-Jalle,44.8406,-0.7756,France,FR,FRA,Nouvelle-Aquitaine,,7498,1250911801,No
Escalquens,Escalquens,43.5178,1.5608,France,FR,FRA,Occitanie,,6955,1250043983,No
Lodève,Lodeve,43.7317,3.3194,France,FR,FRA,Occitanie,minor,7459,1250264340,No
Beaugency,Beaugency,47.7783,1.6317,France,FR,FRA,Centre-Val de Loire,,7322,1250193025,No
Rosporden,Rosporden,47.9606,-3.8347,France,FR,FRA,Bretagne,,7633,1250319202,No
Saint-Thibault-des-Vignes,Saint-Thibault-des-Vignes,48.8692,2.6886,France,FR,FRA,Île-de-France,,6400,1250070347,No
Villers-Saint-Paul,Villers-Saint-Paul,49.2889,2.4872,France,FR,FRA,Hauts-de-France,,6440,1250302209,No
Sisteron,Sisteron,44.19,5.9464,France,FR,FRA,Provence-Alpes-Côte d’Azur,,7579,1250675217,No
Ensisheim,Ensisheim,47.8656,7.3525,France,FR,FRA,Grand Est,,7522,1250081396,No
Pluvigner,Pluvigner,47.7758,-3.0103,France,FR,FRA,Bretagne,,7635,1250663490,No
Linas,Linas,48.6333,2.2672,France,FR,FRA,Île-de-France,,6813,1250951170,No
Aussonne,Aussonne,43.6839,1.3197,France,FR,FRA,Occitanie,,7187,1250685599,No
Quiévrechain,Quievrechain,50.3953,3.6669,France,FR,FRA,Hauts-de-France,,6355,1250408197,No
Pignan,Pignan,43.5842,3.7619,France,FR,FRA,Occitanie,,7341,1250606775,No
Migennes,Migennes,47.9647,3.5167,France,FR,FRA,Bourgogne-Franche-Comté,,7247,1250449286,No
Jassans-Riottier,Jassans-Riottier,45.9856,4.7567,France,FR,FRA,Auvergne-Rhône-Alpes,,6356,1250581503,No
Wissembourg,Wissembourg,49.0375,7.9461,France,FR,FRA,Grand Est,,7519,1250802565,No
Cognin,Cognin,45.5619,5.8972,France,FR,FRA,Auvergne-Rhône-Alpes,,6264,1250027363,No
Boulazac,Boulazac,45.1819,0.7631,France,FR,FRA,Nouvelle-Aquitaine,,7170,1250350344,No
Honfleur,Honfleur,49.4189,0.2331,France,FR,FRA,Normandie,,7138,1250764000,No
Balaruc-les-Bains,Balaruc-les-Bains,43.4408,3.6772,France,FR,FRA,Occitanie,,6867,1250263036,No
Beaupréau,Beaupreau,47.2019,-0.9944,France,FR,FRA,Pays de la Loire,,7449,1250681313,No
Homécourt,Homecourt,49.2231,5.9928,France,FR,FRA,Grand Est,,6248,1250681594,No
Égly,Egly,48.5806,2.2239,France,FR,FRA,Île-de-France,,6094,1250572810,No
Saint-Alban,Saint-Alban,43.6919,1.4147,France,FR,FRA,Occitanie,,6183,1250670339,No
Saint-Aubin-de-Médoc,Saint-Aubin-de-Medoc,44.9119,-0.7253,France,FR,FRA,Nouvelle-Aquitaine,,7415,1250003141,No
La Tronche,La Tronche,45.2064,5.7403,France,FR,FRA,Auvergne-Rhône-Alpes,,6588,1250434791,No
Divion,Divion,50.4722,2.5014,France,FR,FRA,Hauts-de-France,,6977,1250854052,No
Mordelles,Mordelles,48.0747,-1.8458,France,FR,FRA,Bretagne,,7356,1250350079,No
Saint-Berthevin,Saint-Berthevin,48.0683,-0.8258,France,FR,FRA,Pays de la Loire,,7348,1250540905,No
Le Mesnil-Saint-Denis,Le Mesnil-Saint-Denis,48.7436,1.9631,France,FR,FRA,Île-de-France,,6814,1250111174,No
Petite-Rosselle,Petite-Rosselle,49.2117,6.8575,France,FR,FRA,Grand Est,,6322,1250604171,No
Barr,Barr,48.4081,7.4497,France,FR,FRA,Grand Est,,7219,1250630964,No
Gaillon,Gaillon,49.1603,1.3358,France,FR,FRA,Normandie,,6892,1250452492,No
Perros-Guirec,Perros-Guirec,48.8133,-3.4433,France,FR,FRA,Bretagne,,7065,1250183341,No
Saujon,Saujon,45.6714,-0.9278,France,FR,FRA,Nouvelle-Aquitaine,,7146,1250741601,No
Magnanville,Magnanville,48.9672,1.6819,France,FR,FRA,Île-de-France,,6104,1250619230,No
Chauray,Chauray,46.3606,-0.3772,France,FR,FRA,Nouvelle-Aquitaine,,7044,1250127487,No
Saint-André-de-la-Roche,Saint-Andre-de-la-Roche,43.74,7.2878,France,FR,FRA,Provence-Alpes-Côte d’Azur,,5577,1250067038,No
La Ferté-Saint-Aubin,La Ferte-Saint-Aubin,47.7172,1.9414,France,FR,FRA,Centre-Val de Loire,,7437,1250966977,No
Longpont-sur-Orge,Longpont-sur-Orge,48.6428,2.2917,France,FR,FRA,Île-de-France,,6277,1250000694,No
Corte,Corte,42.3056,9.1506,France,FR,FRA,Corsica,,7468,1250640984,No
Saintry-sur-Seine,Saintry-sur-Seine,48.5908,2.4969,France,FR,FRA,Île-de-France,,5758,1250608587,No
Crozon,Crozon,48.2453,-4.4889,France,FR,FRA,Bretagne,,7415,1250727507,No
Saint-Ismier,Saint-Ismier,45.2486,5.8269,France,FR,FRA,Auvergne-Rhône-Alpes,,7026,1250114522,No
Saint-Juéry,Saint-Juery,43.9486,2.2094,France,FR,FRA,Occitanie,,6760,1250784716,No
Châteaubourg,Chateaubourg,48.1111,-1.4033,France,FR,FRA,Bretagne,,7240,1250642540,No
Louvroil,Louvroil,50.265,3.96,France,FR,FRA,Hauts-de-France,,6405,1250861194,No
Paimpol,Paimpol,48.7778,-3.0464,France,FR,FRA,Bretagne,,7178,1250776347,No
Le Péage-de-Roussillon,Le Peage-de-Roussillon,45.3731,4.7975,France,FR,FRA,Auvergne-Rhône-Alpes,,6588,1250965415,No
Jura,Jurancon,43.2872,-0.3881,France,FR,FRA,Nouvelle-Aquitaine,,7098,1250014925,No
Bidart,Bidart,43.4369,-1.5931,France,FR,FRA,Nouvelle-Aquitaine,,6892,1250187780,No
Bain-de-Bretagne,Bain-de-Bretagne,47.8422,-1.6819,France,FR,FRA,Bretagne,,7331,1250192922,No
Pordic,Pordic,48.5703,-2.8171,France,FR,FRA,Bretagne,,7228,1250160182,No
Carhaix-Plouguer,Carhaix-Plouguer,48.2758,-3.5744,France,FR,FRA,Bretagne,,7164,1250902836,No
Lagnieu,Lagnieu,45.9036,5.3492,France,FR,FRA,Auvergne-Rhône-Alpes,,7175,1250982562,No
Bellegarde,Bellegarde,43.7536,4.5144,France,FR,FRA,Occitanie,,7273,1250978288,No
Audun-le-Tiche,Audun-le-Tiche,49.4733,5.9578,France,FR,FRA,Grand Est,,6976,1250957501,No
Saint-Étienne-de-Montluc,Saint-Etienne-de-Montluc,47.2764,-1.7803,France,FR,FRA,Pays de la Loire,,7300,1250156943,No
Cranves-Sales,Cranves-Sales,46.1867,6.2914,France,FR,FRA,Auvergne-Rhône-Alpes,,6902,1250851037,No
Auvers-sur-Oise,Auvers-sur-Oise,49.0717,2.1742,France,FR,FRA,Île-de-France,,6860,1250281061,No
Tain-l’Hermitage,Tain-l'Hermitage,45.0706,4.8425,France,FR,FRA,Auvergne-Rhône-Alpes,,6131,1250562503,No
Loos-en-Gohelle,Loos-en-Gohelle,50.4578,2.7933,France,FR,FRA,Hauts-de-France,,6855,1250135033,No
Bétheny,Betheny,49.2847,4.0569,France,FR,FRA,Grand Est,,7039,1250991572,No
Saint-Christol-lez-Alès,Saint-Christol-lez-Ales,44.0844,4.0769,France,FR,FRA,Occitanie,,7042,1250606216,No
Morteau,Morteau,47.0581,6.6061,France,FR,FRA,Bourgogne-Franche-Comté,,6894,1250909519,No
Segré,Segre,47.6864,-0.8725,France,FR,FRA,Pays de la Loire,minor,6938,1250445074,No
Fabrègues,Fabregues,43.5503,3.7761,France,FR,FRA,Occitanie,,7142,1250898659,No
Longueau,Longueau,49.8703,2.3561,France,FR,FRA,Hauts-de-France,,5693,1250450183,No
Villemandeur,Villemandeur,47.9903,2.7094,France,FR,FRA,Centre-Val de Loire,,6767,1250610215,No
Bourbourg,Bourbourg,50.9464,2.1978,France,FR,FRA,Hauts-de-France,,7171,1250001620,No
Saint-Pierre,Saint-Pierre,46.0597,6.3725,France,FR,FRA,Auvergne-Rhône-Alpes,,6889,1250048662,No
Lallaing,Lallaing,50.39,3.1681,France,FR,FRA,Hauts-de-France,,6297,1250156086,No
Saint-Julien-de-Concelles,Saint-Julien-de-Concelles,47.2533,-1.3856,France,FR,FRA,Pays de la Loire,,7123,1250306425,No
Chemillé,Chemille,47.2131,-0.7258,France,FR,FRA,Pays de la Loire,,7201,1250715859,No
Montoir-de-Bretagne,Montoir-de-Bretagne,47.3283,-2.1492,France,FR,FRA,Pays de la Loire,,7148,1250086938,No
Mourenx,Mourenx,43.3706,-0.6294,France,FR,FRA,Nouvelle-Aquitaine,,6341,1250707294,No
Cuincy,Cuincy,50.3822,3.0467,France,FR,FRA,Hauts-de-France,,6421,1250466756,No
La Gaude,La Gaude,43.7219,7.1531,France,FR,FRA,Provence-Alpes-Côte d’Azur,,6816,1250891054,No
Yssingeaux,Yssingeaux,45.1428,4.1236,France,FR,FRA,Auvergne-Rhône-Alpes,minor,7245,1250701526,No
Bourg-Saint-Andéol,Bourg-Saint-Andeol,44.3733,4.6442,France,FR,FRA,Auvergne-Rhône-Alpes,,7167,1250034893,No
Menucourt,Menucourt,49.0272,1.9814,France,FR,FRA,Île-de-France,,5753,1250697275,No
Sérignan,Serignan,43.28,3.2775,France,FR,FRA,Occitanie,,7053,1250615890,No
Téteghem,Teteghem,51.0186,2.4439,France,FR,FRA,Hauts-de-France,,6926,1250434517,No
Soultz-Haut-Rhin,Soultz-Haut-Rhin,47.8858,7.2292,France,FR,FRA,Grand Est,,7058,1250427315,No
Saint-Bonnet-de-Mure,Saint-Bonnet-de-Mure,45.6906,5.0292,France,FR,FRA,Auvergne-Rhône-Alpes,,6875,1250061185,No
Bourg-Saint-Maurice,Bourg-Saint-Maurice,45.6167,6.7686,France,FR,FRA,Auvergne-Rhône-Alpes,,7252,1250242237,No
Cassis,Cassis,43.2156,5.5372,France,FR,FRA,Provence-Alpes-Côte d’Azur,,7027,1250784574,No
Quesnoy-sur-Deûle,Quesnoy-sur-Deule,50.7125,2.9994,France,FR,FRA,Hauts-de-France,,6814,1250932714,No
Saint-Macaire-en-Mauges,Saint-Macaire-en-Mauges,47.1239,-0.9917,France,FR,FRA,Pays de la Loire,,7028,1250777623,No
Salles,Salles,44.5519,-0.8694,France,FR,FRA,Nouvelle-Aquitaine,,7216,1250313806,No
Hasparren,Hasparren,43.3844,-1.3047,France,FR,FRA,Nouvelle-Aquitaine,,7173,1250228961,No
Valognes,Valognes,49.5092,-1.4692,France,FR,FRA,Normandie,,6827,1250546860,No
Sucé-sur-Erdre,Suce-sur-Erdre,47.3447,-1.5294,France,FR,FRA,Pays de la Loire,,7087,1250203771,No
Othis,Othis,49.0764,2.6764,France,FR,FRA,Île-de-France,,6739,1250071106,No
Saint-Rémy,Saint-Remy,46.7633,4.8375,France,FR,FRA,Bourgogne-Franche-Comté,,6617,1250901778,No
Saint-Jean-d’Angély,Saint-Jean-d'Angely,45.9442,-0.5211,France,FR,FRA,Nouvelle-Aquitaine,minor,6886,1250228871,No
Saint-Laurent-Blangy,Saint-Laurent-Blangy,50.3025,2.8028,France,FR,FRA,Hauts-de-France,,6575,1250610871,No
Saint-Just-sur-Loire,Saint-Just-sur-Loire,45.5003,4.2406,France,FR,FRA,Auvergne-Rhône-Alpes,,6856,1250507569,No
Saint-Pathus,Saint-Pathus,49.0706,2.7997,France,FR,FRA,Île-de-France,,6094,1250685342,No
Cornebarrieu,Cornebarrieu,43.6494,1.3264,France,FR,FRA,Occitanie,,6862,1250945327,No
Feignies,Feignies,50.3022,3.9181,France,FR,FRA,Hauts-de-France,,6854,1250388878,No
Faverges,Faverges,45.7467,6.2939,France,FR,FRA,Auvergne-Rhône-Alpes,,6943,1250626601,No
Rives,Rives,45.3508,5.5022,France,FR,FRA,Auvergne-Rhône-Alpes,,6606,1250746867,No
Ugine,Ugine,45.7528,6.4197,France,FR,FRA,Auvergne-Rhône-Alpes,,7076,1250253986,No
Mimizan,Mimizan,44.2008,-1.2286,France,FR,FRA,Nouvelle-Aquitaine,,7137,1250413771,No
Saint-Jean-Bonnefonds,Saint-Jean-Bonnefonds,45.4511,4.4464,France,FR,FRA,Auvergne-Rhône-Alpes,,6627,1250010620,No
Gueugnon,Gueugnon,46.6011,4.0608,France,FR,FRA,Bourgogne-Franche-Comté,,6948,1250566291,No
Wimereux,Wimereux,50.7697,1.61,France,FR,FRA,Hauts-de-France,,6356,1250000219,No
Trégunc,Tregunc,47.8558,-3.8519,France,FR,FRA,Bretagne,,7039,1250001134,No
Puilboreau,Puilboreau,46.1858,-1.1172,France,FR,FRA,Nouvelle-Aquitaine,,6369,1250314227,No
Brioude,Brioude,45.2942,3.3842,France,FR,FRA,Auvergne-Rhône-Alpes,minor,6681,1250749454,No
Montfort-sur-Meu,Montfort-sur-Meu,48.1381,-1.9558,France,FR,FRA,Bretagne,,6691,1250179080,No
Les Arcs,Les Arcs,43.4633,6.4789,France,FR,FRA,Provence-Alpes-Côte d’Azur,,7033,1250336294,No
Bagnères-de-Bigorre,Bagneres-de-Bigorre,43.0642,0.1497,France,FR,FRA,Occitanie,minor,7103,1250346483,No
Sénas,Senas,43.7444,5.0786,France,FR,FRA,Provence-Alpes-Côte d’Azur,,6930,1250000387,No
Champagne,Champagne-sur-Seine,48.3972,2.8011,France,FR,FRA,Île-de-France,,6292,1250114042,No
Lanton,Lanton,44.7039,-1.0353,France,FR,FRA,Nouvelle-Aquitaine,,7098,1250835017,No
Le Perray-en-Yvelines,Le Perray-en-Yvelines,48.6942,1.8542,France,FR,FRA,Île-de-France,,6656,1250429609,No
Eu,Eu,50.0472,1.4197,France,FR,FRA,Normandie,,6771,1250487764,No
Saint-Mandrier-sur-Mer,Saint-Mandrier-sur-Mer,43.0761,5.9278,France,FR,FRA,Provence-Alpes-Côte d’Azur,,5979,1250864813,No
Pleurtuit,Pleurtuit,48.5797,-2.0583,France,FR,FRA,Bretagne,,6910,1250310832,No
Sains-en-Gohelle,Sains-en-Gohelle,50.4447,2.6836,France,FR,FRA,Hauts-de-France,,6077,1250895173,No
Bouchemaine,Bouchemaine,47.4225,-0.6097,France,FR,FRA,Pays de la Loire,,6796,1250664786,No
Saint-Rambert-d’Albon,Saint-Rambert-d'Albon,45.2939,4.8169,France,FR,FRA,Auvergne-Rhône-Alpes,,6641,1250366090,No
Manduel,Manduel,43.8183,4.4733,France,FR,FRA,Occitanie,,6871,1250044828,No
Trélissac,Trelissac,45.1958,0.7825,France,FR,FRA,Nouvelle-Aquitaine,,6821,1250853279,No
Chauvigny,Chauvigny,46.5686,0.6467,France,FR,FRA,Nouvelle-Aquitaine,,7045,1250042832,No
Étréchy,Etrechy,48.4931,2.1911,France,FR,FRA,Île-de-France,,6642,1250413795,No
Montluel,Montluel,45.8517,5.0564,France,FR,FRA,Auvergne-Rhône-Alpes,,6925,1250040768,No
Theix,Theix,47.6292,-2.6558,France,FR,FRA,Bretagne,,6946,1250349544,No
Trith-Saint-Léger,Trith-Saint-Leger,50.3256,3.4858,France,FR,FRA,Hauts-de-France,,6189,1250788804,No
Ceyrat,Ceyrat,45.7328,3.0633,France,FR,FRA,Auvergne-Rhône-Alpes,,6390,1250352348,No
Itteville,Itteville,48.5142,2.3419,France,FR,FRA,Île-de-France,,6537,1250001572,No
Frouard,Frouard,48.7606,6.1289,France,FR,FRA,Grand Est,,6566,1250372641,No
Nyons,Nyons,44.3608,5.1406,France,FR,FRA,Auvergne-Rhône-Alpes,minor,6782,1250119333,No
Brunstatt,Brunstatt,47.7233,7.3228,France,FR,FRA,Grand Est,,6405,1250358336,No
Rungis,Rungis,48.7483,2.3497,France,FR,FRA,Île-de-France,,5705,1250275300,No
Laneuveville-devant-Nancy,Laneuveville-devant-Nancy,48.6553,6.2314,France,FR,FRA,Grand Est,,6538,1250068194,No
Ciboure,Ciboure,43.3853,-1.6678,France,FR,FRA,Nouvelle-Aquitaine,,6220,1250509602,No
Saulx-les-Chartreux,Saulx-les-Chartreux,48.6922,2.2664,France,FR,FRA,Île-de-France,,6240,1250147218,No
Sainte-Pazanne,Sainte-Pazanne,47.1031,-1.8108,France,FR,FRA,Pays de la Loire,,6889,1250000025,No
Caudan,Caudan,47.8089,-3.3425,France,FR,FRA,Bretagne,,6891,1250040010,No
Acigné,Acigne,48.1342,-1.5367,France,FR,FRA,Bretagne,,6814,1250688703,No
Chabeuil,Chabeuil,44.8997,5.02,France,FR,FRA,Auvergne-Rhône-Alpes,,6869,1250284190,No
Mondelange,Mondelange,49.2625,6.1686,France,FR,FRA,Grand Est,,5655,1250929750,No
Les Essarts-le-Roi,Les Essarts-le-Roi,48.7167,1.8944,France,FR,FRA,Île-de-France,,6688,1250000293,No
Nanteuil-lès-Meaux,Nanteuil-les-Meaux,48.9297,2.8969,France,FR,FRA,Île-de-France,,6218,1250610299,No
Surgères,Surgeres,46.1081,-0.7517,France,FR,FRA,Nouvelle-Aquitaine,,6797,1250538349,No
Algrange,Algrange,49.3594,6.0483,France,FR,FRA,Grand Est,,6145,1250765730,No
Herbignac,Herbignac,47.4489,-2.3175,France,FR,FRA,Pays de la Loire,,6930,1250382856,No
Eyguières,Eyguieres,43.6953,5.0311,France,FR,FRA,Provence-Alpes-Côte d’Azur,,6926,1250304344,No
Ustaritz,Ustaritz,43.3994,-1.4564,France,FR,FRA,Nouvelle-Aquitaine,,6818,1250636370,No
Limours,Limours,48.6456,2.0761,France,FR,FRA,Île-de-France,,6558,1250802990,No
Grand-Charmont,Grand-Charmont,47.5272,6.8236,France,FR,FRA,Bourgogne-Franche-Comté,,5754,1250727697,No
Melesse,Melesse,48.2172,-1.6961,France,FR,FRA,Bretagne,,6803,1250773912,No
Lutterbach,Lutterbach,47.7597,7.2806,France,FR,FRA,Grand Est,,6279,1250181271,No
Épône,Epone,48.9558,1.8153,France,FR,FRA,Île-de-France,,6500,1250237931,No
Chessy,Chessy,48.8803,2.7633,France,FR,FRA,Île-de-France,,5969,1250777882,No
Rosny-sur-Seine,Rosny-sur-Seine,48.9997,1.6317,France,FR,FRA,Île-de-France,,6658,1250809854,No
Luxeuil-les-Bains,Luxeuil-les-Bains,47.8161,6.3808,France,FR,FRA,Bourgogne-Franche-Comté,,6692,1250210834,No
Saint-Pée-sur-Nivelle,Saint-Pee-sur-Nivelle,43.3567,-1.5506,France,FR,FRA,Nouvelle-Aquitaine,,6888,1250767481,No
Labenne,Labenne,43.5928,-1.4267,France,FR,FRA,Nouvelle-Aquitaine,,6717,1250307125,No
Champigneulles,Champigneulles,48.7336,6.1644,France,FR,FRA,Grand Est,,6708,1250662317,No
Vendargues,Vendargues,43.6578,3.9694,France,FR,FRA,Occitanie,,6287,1250367106,No
Caussade,Caussade,44.1617,1.5369,France,FR,FRA,Occitanie,,6835,1250549763,No
Heillecourt,Heillecourt,48.6525,6.1942,France,FR,FRA,Grand Est,,5473,1250291307,No
Givet,Givet,50.1381,4.8242,France,FR,FRA,Grand Est,,6610,1250082748,No
Le Pian-Médoc,Le Pian-Medoc,44.955,-0.6697,France,FR,FRA,Nouvelle-Aquitaine,,6739,1250982802,No
Nérac,Nerac,44.1361,0.3394,France,FR,FRA,Nouvelle-Aquitaine,minor,6849,1250639744,No
Plédran,Pledran,48.4458,-2.7461,France,FR,FRA,Bretagne,,6753,1250440900,No
Roost-Warendin,Roost-Warendin,50.4203,3.1056,France,FR,FRA,Hauts-de-France,,6089,1250298475,No
Thyez,Thyez,46.0836,6.5411,France,FR,FRA,Auvergne-Rhône-Alpes,,6289,1250520853,No
Ploeren,Ploeren,47.6561,-2.8667,France,FR,FRA,Bretagne,,6601,1250023561,No
Canohès,Canohes,42.6519,2.8344,France,FR,FRA,Occitanie,,6199,1250731622,No
Neufchâteau,Neufchateau,48.3556,5.6961,France,FR,FRA,Grand Est,minor,6642,1250029206,No
Estaires,Estaires,50.6439,2.7231,France,FR,FRA,Hauts-de-France,,6420,1250881638,No
Moëlan-sur-Mer,Moelan-sur-Mer,47.8142,-3.6281,France,FR,FRA,Bretagne,,6765,1250710205,No
Cambo-les-Bains,Cambo-les-Bains,43.3578,-1.4017,France,FR,FRA,Nouvelle-Aquitaine,,6609,1250277977,No
Chasse-sur-Rhône,Chasse-sur-Rhone,45.5806,4.8,France,FR,FRA,Auvergne-Rhône-Alpes,,6128,1250969944,No
Orgeval,Orgeval,48.9206,1.9758,France,FR,FRA,Île-de-France,,6479,1250405285,No
Nandy,Nandy,48.5842,2.5661,France,FR,FRA,Île-de-France,,6179,1250055442,No
Noyelles-Godault,Noyelles-Godault,50.42,2.9939,France,FR,FRA,Hauts-de-France,,5828,1250129646,No
Loison-sous-Lens,Loison-sous-Lens,50.4383,2.8683,France,FR,FRA,Hauts-de-France,,5379,1250620560,No
Loudun,Loudun,47.01,0.0836,France,FR,FRA,Nouvelle-Aquitaine,,6740,1250048115,No
Sury-le-Comtal,Sury-le-Comtal,45.5375,4.1831,France,FR,FRA,Auvergne-Rhône-Alpes,,6612,1250860586,No
Saint-Pol-de-Léon,Saint-Pol-de-Leon,48.6853,-3.9864,France,FR,FRA,Bretagne,,6603,1250606989,No
Ludres,Ludres,48.6217,6.1617,France,FR,FRA,Grand Est,,6134,1250709199,No
Péronnas,Peronnas,46.1786,5.2028,France,FR,FRA,Auvergne-Rhône-Alpes,,6509,1250473929,No
Saint-Alban-Leysse,Saint-Alban-Leysse,45.58,5.9581,France,FR,FRA,Auvergne-Rhône-Alpes,,6146,1250189397,No
Labarthe-sur-Lèze,Labarthe-sur-Leze,43.4517,1.4,France,FR,FRA,Occitanie,,6275,1250674434,No
Brindas,Brindas,45.7211,4.6936,France,FR,FRA,Auvergne-Rhône-Alpes,,6315,1250140350,No
Beaufort-en-Vallée,Beaufort-en-Vallee,47.4394,-0.2156,France,FR,FRA,Pays de la Loire,,6682,1250886227,No
Montaigu,Montaigu,46.9728,-1.31,France,FR,FRA,Pays de la Loire,,5160,1250028505,No
Saint-Pierre-d’Oléron,Saint-Pierre-d'Oleron,45.9436,-1.3058,France,FR,FRA,Nouvelle-Aquitaine,,6683,1250302707,No
Meung-sur-Loire,Meung-sur-Loire,47.8286,1.6983,France,FR,FRA,Centre-Val de Loire,,6527,1250118343,No
Mehun-sur-Yèvre,Mehun-sur-Yevre,47.1453,2.2158,France,FR,FRA,Centre-Val de Loire,,6574,1250688815,No
Gigean,Gigean,43.4997,3.7111,France,FR,FRA,Occitanie,,6450,1250432851,No
Loriol-sur-Drôme,Loriol-sur-Drome,44.7517,4.8225,France,FR,FRA,Auvergne-Rhône-Alpes,,6605,1250133509,No
Annezin,Annezin,50.5336,2.6183,France,FR,FRA,Hauts-de-France,,5871,1250614637,No
Saint-André-des-Eaux,Saint-Andre-des-Eaux,47.3139,-2.3108,France,FR,FRA,Pays de la Loire,,6558,1250150043,No
Oberhausbergen,Oberhausbergen,48.6067,7.6853,France,FR,FRA,Grand Est,,5398,1250264057,No
Verneuil-sur-Avre,Verneuil-sur-Avre,48.7389,0.9278,France,FR,FRA,Normandie,,6602,1250398774,No
Mutzig,Mutzig,48.5386,7.4542,France,FR,FRA,Grand Est,,6042,1250204763,No
Saint-Yrieix-la-Perche,Saint-Yrieix-la-Perche,45.5144,1.2033,France,FR,FRA,Nouvelle-Aquitaine,,6729,1250493404,No
Brech,Brech,47.7206,-2.9956,France,FR,FRA,Bretagne,,6631,1250477059,No
Kervignac,Kervignac,47.7633,-3.2389,France,FR,FRA,Bretagne,,6622,1250879736,No
Malaunay,Malaunay,49.5261,1.0403,France,FR,FRA,Normandie,,6126,1250513557,No
Le Cendre,Le Cendre,45.7225,3.1872,France,FR,FRA,Auvergne-Rhône-Alpes,,5489,1250570640,No
